x,y,z,r,p,y
-3.12251,-10.402,0.160831,10.5221,0.625724,0.0566268
-3.12291,-10.4019,0.159517,10.5186,0.552448,0.0776347
-3.12436,-10.3999,0.139381,10.5226,0.699419,-0.428945
-3.12294,-10.392,0.148792,10.5182,0.49111,-0.0314439
-3.11417,-10.3848,0.149604,10.4644,0.0288001,-0.0774636
-3.11852,-10.3793,0.153773,10.496,0.522837,0.0886416
-3.12141,-10.3732,0.156608,10.4316,0.484197,0.0908434
-3.11693,-10.3678,0.156776,10.4624,0.187803,-0.0224266
-3.11796,-10.3688,0.158115,10.4286,0.537183,-0.00404181
-3.11524,-10.3659,0.15648,10.3722,0.501063,0.101716
-3.11582,-10.3665,0.15917,10.4616,0.466052,-0.10941
-3.11599,-10.363,0.140437,10.4273,0.773542,-0.368566
-3.11886,-10.3584,0.144542,10.3964,0.464945,-0.0694621
-3.11847,-10.3585,0.150189,10.339,0.632612,0.0236346
-3.11659,-10.3624,0.155278,10.503,0.629989,0.0601248
-3.12226,-10.3699,0.155095,10.497,0.825031,0.107269
-3.12177,-10.3732,0.157787,10.4489,0.530536,0.0461848
-3.12046,-10.3777,0.163702,10.5164,0.707821,0.0378837
-3.12054,-10.377,0.16788,10.4252,0.701853,0.0683045
-3.1227,-10.3829,0.148415,10.4691,0.709195,-0.435088
-3.11502,-10.3844,0.151003,10.6741,0.517389,-0.0242023
-3.11574,-10.3817,0.15313,11.9181,0.577317,0.0667205
-3.12175,-10.391,0.158003,14.2009,0.838036,0.143391
-3.12962,-10.3994,0.159319,16.7715,0.768514,0.171816
-3.12285,-10.3943,0.157393,19.6728,0.324372,-0.00380155
-3.12303,-10.3929,0.139399,22.8724,0.808417,-0.333185
-3.11359,-10.3838,0.151708,26.7715,0.25283,-0.330322
-3.11192,-10.3763,0.157427,30.1054,0.209419,-0.419803
-3.10593,-10.3728,0.159758,30.7252,0.215628,-0.414671
-3.10961,-10.3744,0.166373,29.4371,0.383244,-0.188628
-3.11158,-10.3732,0.169095,26.8768,0.227542,-0.236303
-3.1196,-10.3785,0.155304,22.7119,0.595403,-0.357184
-3.12027,-10.371,0.157138,16.6865,0.0480398,-0.287678
-3.11649,-10.3659,0.157372,11.0278,0.0929181,-0.316719
-3.11562,-10.3581,0.156518,6.0458,0.449541,-0.0856928
-3.12801,-10.3533,0.153599,0.44644,0.80371,0.0762621
-3.13936,-10.3552,0.129265,174.631,178.926,179.408
-3.13718,-10.3528,0.124201,168.684,179.455,-179.794
-3.13061,-10.3377,0.116506,162.361,179.214,-179.927
-3.12338,-10.3399,0.101129,155.835,179.297,-179.92
-3.11313,-10.3369,0.0851807,149.367,179.669,-179.865
-3.10057,-10.3333,0.071656,143.08,-179.89,-179.594
-3.09208,-10.3336,0.068669,136.667,-179.745,-179.495
-3.08964,-10.3316,0.0716798,130.026,-179.554,-179.356
-3.09587,-10.3364,0.0812456,122.689,-179.498,-179.379
-3.09603,-10.3357,0.0864739,115.731,179.91,-179.884
-3.09572,-10.3451,0.10885,108.35,-179.491,-179.343
-3.09728,-10.3584,0.122265,101.198,-179.345,-178.934
-3.09589,-10.3647,0.129684,94.2825,-179.902,179.865
-3.09241,-10.3775,0.144859,87.6577,-179.439,-179.243
-3.09259,-10.3917,0.153988,82.9174,-179.427,-178.849
-3.09526,-10.408,0.159814,80.6291,-179.242,-179.011
-3.10811,-10.4398,0.165509,79.4088,-179.167,-178.908
-3.12469,-10.488,0.161398,79.3783,-179.261,-178.56
-3.13066,-10.5313,0.16011,79.3796,-179.263,-178.711
-3.14051,-10.569,0.162169,79.3751,-179.255,-178.702
-3.14977,-10.6065,0.159841,79.4125,-179.39,-178.756
-3.15671,-10.6179,0.157267,79.457,-179.475,-178.652
-3.15076,-10.6043,0.154779,79.3826,-179.467,-178.747
-3.14261,-10.5874,0.151231,79.4085,-179.456,-178.659
-3.13788,-10.565,0.148561,79.3908,-179.514,-178.631
-3.12858,-10.5255,0.146607,79.42,-179.529,-178.72
-3.11877,-10.4541,0.137907,79.7336,-179.876,-179.911
-3.09867,-10.3994,0.148967,79.59,-179.328,-179.078
-3.08564,-10.3527,0.152099,79.7073,-179.432,-178.885
-3.07774,-10.3205,0.150209,79.6461,-179.415,-178.671
-3.07327,-10.2759,0.149139,79.7057,-179.482,-178.776
-3.06776,-10.2335,0.152709,79.8245,-179.466,-178.925
-3.05965,-10.187,0.150891,79.8129,-179.43,-178.757
-3.05294,-10.1394,0.142518,80.1105,-179.893,179.786
-3.04513,-10.1064,0.150515,80.0055,-179.533,-179.021
-3.03598,-10.0634,0.156743,80.2583,-179.551,-179.004
-3.03037,-10.0265,0.164717,80.5056,-179.577,-178.945
-3.02458,-9.98062,0.161827,80.6537,-179.628,-178.977
-3.01917,-9.94874,0.151913,80.9582,-179.928,179.832
-3.01411,-9.94718,0.147974,80.7981,-179.539,-178.873
-3.01628,-9.9564,0.138365,81.0676,179.926,179.921
-3.01724,-9.95197,0.143979,80.9112,-179.638,-178.794
-3.01281,-9.95291,0.142335,80.9446,-179.615,-178.575
-3.00799,-9.95175,0.143306,80.9628,-179.587,-178.509
-3.00968,-9.94457,0.147114,80.8923,-179.638,-178.574
-3.0121,-9.94354,0.148894,80.9595,-179.62,-178.923
-3.01788,-9.9414,0.148508,80.9912,-179.647,-178.698
-3.02021,-9.94074,0.151253,80.8752,-179.578,-178.639
-3.0191,-9.94185,0.151957,80.836,-179.662,-178.591
-3.01675,-9.94031,0.150522,80.8036,-179.622,-178.7
-3.01865,-9.94368,0.15107,80.7607,-179.626,-178.708
-3.01951,-9.9398,0.14085,81.0082,-179.996,-179.97
-3.01891,-9.9471,0.145174,80.8406,-179.615,-178.855
-3.01941,-9.95195,0.148257,80.8563,-179.605,-178.858
-3.02244,-9.95059,0.136715,80.9868,179.909,179.623
-3.01429,-9.9487,0.143953,80.7158,-179.638,-178.708
-3.01329,-9.95337,0.147553,80.8518,-179.602,-178.811
-3.01055,-9.95265,0.148396,80.8735,-179.636,-178.663
-3.01026,-9.95278,0.150186,80.8372,-179.646,-178.722
-3.01041,-9.9552,0.152166,80.781,-179.618,-178.748
-3.01579,-9.95385,0.152302,80.7906,-179.601,-178.816
-3.01508,-9.95478,0.152857,80.9162,-179.619,-178.893
-3.01402,-9.95136,0.150434,80.7668,-179.628,-178.669
-3.01756,-9.94798,0.14098,81.1317,179.938,179.888
-3.01475,-9.95126,0.143876,80.9229,-179.613,-178.78
-3.01524,-9.95224,0.143496,80.8858,-179.672,-178.748
-3.01589,-9.94745,0.133658,81.862,179.873,179.872
-3.00751,-9.95324,0.1408,84.1395,-179.625,-178.642
-3.01362,-9.95668,0.148255,88.4645,-179.496,-178.974
-3.01868,-9.95537,0.1484,92.4419,-179.422,-179.004
-3.02079,-9.95148,0.139617,94.9641,179.885,179.898
-3.02024,-9.94937,0.140349,96.9512,-179.55,-179.283
-3.01858,-9.9471,0.136072,101.336,-179.494,-179.225
-3.01873,-9.94545,0.129476,106.538,-179.549,-179.365
-3.02113,-9.93899,0.121853,112.069,-179.43,-179.257
-3.02208,-9.93745,0.114677,119.529,-179.527,-179.506
-3.01832,-9.93312,0.106065,128.842,-179.559,-179.56
-3.02321,-9.93678,0.0968574,137.774,-179.668,-179.701
-3.02573,-9.94058,0.0855852,146.128,-179.608,-179.641
-3.03416,-9.94482,0.0794079,154.784,179.294,-179.933
-3.03747,-9.94354,0.0692172,162.774,179.844,-179.662
-3.04584,-9.94017,0.0804918,170.75,179.584,-179.728
-3.0471,-9.93714,0.0972521,178.458,179.633,-179.456
-3.05191,-9.94091,0.103837,6.33463,0.699053,-0.141621
-3.03498,-9.9277,0.141286,13.7494,0.110359,0.330417
-3.03207,-9.93537,0.174465,21.3603,0.447073,0.508612
-3.01244,-9.93758,0.193276,29.1556,0.408414,0.205039
-2.99611,-9.93095,0.203352,36.7522,0.298173,-0.00167658
-2.98364,-9.92978,0.203519,42.4794,0.293796,-0.0564507
-2.96751,-9.93191,0.196765,45.1061,0.260188,-0.170875
-2.94171,-9.93812,0.189343,43.6557,0.16341,0.147817
-2.91973,-9.91279,0.182486,44.9637,0.192139,-0.00976249
-2.88945,-9.87506,0.178984,46.1502,0.328812,0.00394126
-2.85963,-9.84065,0.176288,49.128,0.465182,-0.0337159
-2.82873,-9.80725,0.169844,53.2956,0.525737,0.246662
-2.79967,-9.77426,0.170248,59.1958,0.437122,0.144352
-2.77909,-9.73232,0.171574,66.3867,0.507194,0.128545
-2.76198,-9.70068,0.170519,72.7798,0.614068,0.297684
-2.75478,-9.67348,0.168326,76.5422,0.640603,0.421622
-2.75016,-9.65865,0.162091,78.0966,0.721653,0.357994
-2.75449,-9.66888,0.14027,77.9218,0.953737,0.535364
-2.75585,-9.67631,0.145009,77.168,0.77672,0.292551
-2.7526,-9.68059,0.148613,77.4106,0.659209,0.120331
-2.7478,-9.66729,0.152377,77.632,0.568192,-0.00239425
-2.73658,-9.62327,0.152262,77.6782,0.599269,0.167938
-2.72953,-9.57551,0.132092,77.8629,0.921596,0.213721
-2.71888,-9.52647,0.140593,77.7262,0.751372,0.431921
-2.70988,-9.49188,0.148583,77.6573,0.669696,0.0937052
-2.69988,-9.45374,0.133394,77.6669,0.860314,0.0116592
-2.68959,-9.41056,0.146898,77.566,0.674383,0.124533
-2.68217,-9.36511,0.153939,77.5755,0.676537,0.133374
-2.67075,-9.30949,0.138758,77.5756,0.933185,0.0210927
-2.65788,-9.26097,0.14528,77.5082,0.77591,0.273267
-2.64799,-9.20916,0.151091,77.4787,0.774857,0.233408
-2.63402,-9.16146,0.161979,77.5305,0.696301,0.502922
-2.62187,-9.11737,0.146182,77.3207,0.888605,0.474457
-2.62229,-9.06786,0.154427,77.4119,0.730477,0.514781
-2.60921,-9.00851,0.141399,77.3823,0.821128,0.707063
-2.58609,-8.91837,0.14893,77.3425,0.616369,0.41366
-2.55831,-8.8055,0.148304,77.1826,0.650367,0.401548
-2.52685,-8.68426,0.132475,77.1358,0.93243,0.405436
-2.49385,-8.55694,0.136773,77.008,0.786032,0.246952
-2.46516,-8.43206,0.14105,76.9406,0.811858,0.387297
-2.43686,-8.30897,0.124538,76.8679,1.16987,0.335146
-2.40262,-8.16967,0.139949,76.775,1.11954,0.417937
-2.36669,-8.02933,0.142033,76.7846,1.001,0.419773
-2.33234,-7.87925,0.145207,76.7141,0.893133,0.393866
-2.29603,-7.72223,0.150096,76.6657,0.782775,0.346705
-2.25711,-7.565,0.145071,76.5916,0.780066,0.547132
-2.2236,-7.41717,0.129325,76.5159,0.902763,0.435838
-2.18776,-7.25965,0.134396,76.5074,0.734371,0.35753
-2.14707,-7.09884,0.137969,76.5139,0.80169,0.483438
-2.10019,-6.94924,0.139787,76.534,0.696947,0.490056
-2.0609,-6.79701,0.135818,76.5315,0.770713,0.382626
-2.02067,-6.65273,0.133972,76.4727,0.825654,0.27285
-1.98584,-6.50343,0.117875,76.4632,0.877318,0.585197
-1.95204,-6.35692,0.127541,76.5153,0.79983,0.431402
-1.91321,-6.2079,0.111144,76.5452,0.987915,0.213137
-1.87562,-6.05637,0.124509,76.4123,0.875107,0.210122
-1.84012,-5.90812,0.109791,76.3431,1.20015,0.50397
-1.80034,-5.74463,0.12337,76.5001,1.02435,0.232428
-1.76383,-5.59423,0.122748,76.3928,1.13347,0.182365
-1.72905,-5.44509,0.120502,76.4264,1.00328,0.27013
-1.69358,-5.29521,0.123655,76.4078,0.888886,0.314653
-1.65591,-5.14447,0.123444,76.4054,0.879445,0.199535
-1.61771,-4.99071,0.121873,76.2815,0.879172,0.655707
-1.57909,-4.83811,0.102228,76.5739,1.13406,0.236011
-1.53995,-4.68161,0.105061,76.439,1.10511,0.126067
-1.5024,-4.52191,0.106724,76.4986,1.247,0.160767
-1.46427,-4.36903,0.105616,76.3851,1.25806,0.557717
-1.42441,-4.21985,0.103598,76.3786,1.17263,0.401705
-1.38604,-4.07181,0.102276,76.3588,1.23883,0.356383
-1.34846,-3.9207,0.10394,76.2936,1.27314,0.26925
-1.31198,-3.75942,0.107006,76.3257,1.24455,0.350123
-1.27688,-3.60272,0.110475,76.2958,1.2911,0.546489
-1.2342,-3.45034,0.11097,76.1995,1.31856,0.797734
-1.19681,-3.29932,0.0910291,76.3577,1.36092,0.173065
-1.16262,-3.15175,0.0975649,76.2674,1.26191,0.896733
-1.12919,-3.01011,0.0784163,76.4487,1.44048,0.28699
-1.10715,-2.88477,0.0904112,77.1569,1.22027,0.958718
-1.07975,-2.77989,0.0709861,78.7316,1.43153,0.503974
-1.06193,-2.66816,0.0837496,80.3976,1.11072,0.945
-1.04002,-2.57463,0.0854285,82.1548,1.12999,1.00724
-1.02673,-2.49982,0.084339,83.8966,1.07961,1.24115
-1.01805,-2.42227,0.0694422,85.7878,1.34749,0.368873
-1.01916,-2.33718,0.0718671,87.6218,1.01128,1.05072
-1.01917,-2.24751,0.0751404,89.7049,0.938716,1.14471
-1.01373,-2.16558,0.076139,91.9575,0.993101,1.26982
-1.00896,-2.08761,0.0608701,94.3252,1.38765,0.196732
-1.02018,-2.00889,0.0619129,95.9013,0.917886,1.24371
-1.02555,-1.93389,0.0623632,96.9504,0.896469,1.44267
-1.03915,-1.85433,0.0643642,97.8755,0.89482,1.33726
-1.04972,-1.77734,0.063946,98.1816,0.90824,1.21605
-1.06545,-1.70495,0.0621937,98.2807,0.881791,1.12238
-1.06983,-1.62563,0.0609065,98.465,0.966244,1.23432
-1.08293,-1.55821,0.0605453,98.4513,1.01152,1.17718
-1.08193,-1.51607,0.0470667,98.6038,1.39275,0.313085
-1.09297,-1.46897,0.0537934,98.9595,0.994881,0.930435
-1.09666,-1.40672,0.0570294,99.7566,0.945163,1.14969
-1.1092,-1.34699,0.0590013,101,0.928301,1.05085
-1.12219,-1.28481,0.0582835,102.572,0.876673,1.11695
-1.12992,-1.23354,0.0613499,103.845,0.807686,1.05005
-1.14602,-1.18348,0.0594099,104.647,0.675384,1.10417
-1.15651,-1.12764,0.0569484,105.225,0.703683,1.0947
-1.17384,-1.07272,0.054562,105.414,0.684608,0.92234
-1.18084,-1.01032,0.0431992,105.602,1.06968,0.309358
-1.20319,-0.931237,0.0478829,105.681,0.72803,0.996913
-1.23262,-0.843059,0.050247,105.673,0.719805,0.966124
-1.25535,-0.763326,0.0531732,105.572,0.776687,0.993494
-1.2653,-0.709289,0.0419529,105.561,1.04373,0.35972
-1.28485,-0.659792,0.0467103,105.304,0.717408,1.00694
-1.30647,-0.601021,0.0479483,104.261,0.642576,0.986412
-1.33159,-0.532893,0.049693,102.365,0.781788,0.756786
-1.33743,-0.4694,0.0402707,100.368,0.96531,0.0645352
-1.3461,-0.400508,0.0444561,98.2943,0.6914,0.791635
-1.35381,-0.331079,0.046805,96.7494,0.748359,0.838058
-1.35619,-0.27296,0.0376186,95.6569,1.02122,0.132746
-1.37151,-0.208831,0.0434552,94.2764,0.732094,0.66785
-1.37346,-0.139827,0.0418601,92.6716,0.888103,0.825674
-1.37084,-0.0803041,0.0323181,90.5418,0.982351,-0.0249623
-1.3717,-0.0207477,0.0342315,88.6168,0.973475,0.606895
-1.37542,0.0364884,0.0372725,86.9766,1.047,0.570127
-1.37329,0.0881215,0.0410005,85.616,0.948153,0.52012
-1.37165,0.134785,0.038135,84.5073,1.02032,0.608956
-1.36718,0.195737,0.0377051,83.4669,1.01417,0.604716
-1.35275,0.255731,0.0307243,81.8608,1.07337,-0.0519736
-1.34623,0.308572,0.0319954,80.5318,1.21033,0.510554
-1.33906,0.345746,0.0286479,80.1516,1.24042,0.361707
-1.33559,0.364341,0.0302593,80.1661,1.24122,0.330184
-1.3373,0.366137,0.0327558,80.1391,1.13597,0.327453
-1.3406,0.350392,0.035728,80.136,1.1025,0.405689
-1.34098,0.346207,0.035772,80.2653,1.13646,0.378964
-1.34413,0.346502,0.0349527,80.4105,1.2127,0.427222
-1.34565,0.352272,0.0358936,80.3872,1.13025,0.394501
-1.34734,0.356402,0.0365061,80.3458,1.12926,0.400621
-1.33973,0.351161,0.030682,80.4095,1.12431,-0.0962577
-1.34005,0.355923,0.0318878,80.4144,1.14999,0.329153
-1.34336,0.359006,0.0341032,80.375,1.14576,0.367526
-1.3407,0.358241,0.0331142,80.3211,1.17326,0.376588
-1.33566,0.351171,0.0285853,80.3171,1.18681,-0.120469
-1.33881,0.349657,0.0324378,80.3492,1.08031,0.250349
-1.34112,0.349204,0.0338599,80.3076,1.20775,0.367457
-1.34545,0.351888,0.0351158,80.4027,1.22534,0.460571
-1.34738,0.353688,0.037056,80.3373,1.17527,0.441102
-1.34618,0.352792,0.0368497,80.2964,1.23281,0.406806
-1.33561,0.34518,0.0289897,80.3348,1.23065,0.00174737
-1.33706,0.347268,0.0262484,80.3247,1.31894,0.39051
-1.33519,0.342981,0.0244309,80.3668,1.14217,-0.0737835
-1.33718,0.350831,0.0301928,80.3097,1.14317,0.320553
-1.33937,0.354061,0.0334147,80.2441,1.15502,0.281377
-1.34442,0.35847,0.0340046,80.2506,1.19417,0.423189
-1.34899,0.361144,0.0351953,80.2573,1.15522,0.366764
-1.35326,0.359751,0.0363602,80.2975,1.19439,0.474205
-1.34703,0.353728,0.0306564,80.3165,1.16824,0.00119284
-1.34659,0.351793,0.0306321,80.2863,1.19646,0.397909
-1.34571,0.356201,0.0333779,80.2115,1.12898,0.410682
-1.33821,0.352203,0.0298559,80.254,1.13548,-0.0700111
-1.33668,0.35038,0.0316608,80.2637,1.11718,0.295774
-1.33772,0.346937,0.0322111,80.1945,1.17901,0.41287
-1.33963,0.346272,0.0318445,80.1703,1.2298,0.507964
-1.33593,0.343373,0.0308877,80.1772,1.10388,-0.112545
-1.33924,0.345006,0.0311581,80.2099,1.23781,0.371901
-1.34044,0.350094,0.0319629,80.1936,1.16618,0.283523
-1.34267,0.353726,0.0315441,80.2105,1.21081,0.396485
-1.34272,0.355367,0.0348226,80.0519,1.09925,0.346044
-1.34418,0.355655,0.035276,80.1439,1.13697,0.407175
-1.34778,0.355742,0.0358244,80.1779,1.21741,0.468405
-1.34156,0.349913,0.0326844,80.1282,1.11867,-0.108558
-1.34153,0.347667,0.0360628,80.0567,1.13256,0.379859
-1.34336,0.348022,0.0354428,80.0864,1.17349,0.456482
-1.33658,0.34392,0.0301306,80.0978,1.19314,-0.0972267
-1.34012,0.343726,0.0338025,80.2108,1.12546,0.38083
-1.33452,0.337905,0.030948,80.14,1.1641,-0.0860404
-1.33528,0.338234,0.0311289,80.0138,1.29388,0.426892
-1.33704,0.341117,0.0340392,80.0172,1.2124,0.360875
-1.34244,0.344912,0.0374276,79.9955,1.11234,0.441195
-1.34239,0.353078,0.0363113,79.9724,1.18977,0.458678
-1.33841,0.369783,0.0340702,79.8785,1.14399,0.365056
-1.33397,0.391919,0.0288185,79.9107,1.18607,-0.159605
-1.33065,0.416649,0.0306089,79.8835,1.13726,0.27948
-1.3271,0.436931,0.0290987,79.7894,1.22051,0.332115
-1.31884,0.465068,0.0275879,79.8454,1.23836,0.32871
-1.31561,0.511113,0.0304734,79.7417,1.16034,0.228442
-1.30506,0.568325,0.0284739,79.7018,1.17511,0.273509
-1.2881,0.634375,0.027326,79.7195,1.31548,0.324113
-1.2729,0.687836,0.0284843,79.6115,1.18419,0.402237
-1.2601,0.735322,0.0236794,79.5887,1.44963,0.460893
-1.25264,0.781226,0.0235306,79.5829,1.39417,0.334402
-1.24049,0.827677,0.0263468,79.5881,1.32677,-0.151604
-1.23463,0.877278,0.0282388,79.5091,1.25485,0.260191
-1.22696,0.916211,0.0283007,79.5116,1.15143,-0.292703
-1.21809,0.959539,0.0288303,79.5042,1.32157,0.225304
-1.21352,0.986547,0.0276107,79.4866,1.19739,0.326991
-1.21191,1.00776,0.0283053,79.4117,1.00938,0.205196
-1.20525,1.03383,0.0285859,79.4604,0.782073,0.21097
-1.20216,1.06365,0.0303905,79.3527,0.602385,0.197745
-1.20412,1.09267,0.0328058,79.3349,0.32195,-0.0776631
-1.21994,1.12366,0.0314057,79.4423,0.412439,-0.0102133
-1.21281,1.14054,0.0333586,79.5481,0.184495,-0.10581
-1.2134,1.16258,0.0311582,79.4883,0.28238,-0.00389156
-1.20315,1.19342,0.0322034,79.5152,-0.0712566,0.0685233
-1.1971,1.22504,0.0357264,79.3582,-0.350569,0.0198521
-1.18998,1.24818,0.0343022,79.3081,-0.403513,0.00560137
-1.1863,1.28124,0.036651,79.3363,-0.800459,-0.0536943
-1.17551,1.32632,0.037054,79.3345,-0.828721,0.112797
-1.16645,1.37891,0.0388919,79.2458,-1.0135,0.0954937
-1.15706,1.42822,0.0399023,79.2796,-0.784263,0.186449
-1.14844,1.46714,0.0436351,79.3124,-1.1776,0.0296281
-1.14468,1.49759,0.0516138,79.1692,-1.49794,0.336863
-1.13488,1.52796,0.0502363,79.2327,-1.34951,0.365626
-1.1343,1.53955,0.052603,79.1446,-2.3261,0.0830351
-1.12744,1.5906,0.0488588,79.2241,-2.29332,-0.158805
-1.11293,1.64657,0.0475971,79.2399,-2.24718,-0.097135
-1.09864,1.70827,0.0460013,79.2027,-1.86196,-0.0573956
-1.08789,1.75253,0.0461835,79.1597,-1.66742,-0.0014071
-1.08274,1.79789,0.0445087,79.1032,-1.38867,-0.10499
-1.07379,1.84236,0.0460022,79.0964,-1.15099,-0.115045
-1.06447,1.88015,0.051693,79.0224,-0.912791,0.0284304
-1.05892,1.90254,0.0473131,78.9696,-0.473832,0.0474574
-1.05466,1.94335,0.0457225,78.9399,-0.212916,0.018561
-1.03722,1.98723,0.0460776,78.9231,0.0579583,0.0530872
-1.02286,2.03055,0.0442969,78.9184,0.382751,0.262018
-1.01761,2.06418,0.043163,78.9567,0.177728,0.0559669
-1.01368,2.09881,0.0411419,78.9561,0.0536509,-0.0234586
-1.00466,2.14353,0.0430678,78.8229,0.174462,0.127714
-0.999705,2.18775,0.0454283,78.8408,0.360517,0.0447464
-0.987117,2.24351,0.0367222,78.9623,0.869404,0.317241
-0.978647,2.28978,0.0363256,78.8055,1.33595,0.121916
-0.976608,2.31751,0.029662,78.7719,1.48676,0.0570135
-0.965524,2.34191,0.0333082,78.8214,1.39603,0.10212
-0.959068,2.36705,0.0342461,78.7417,1.42595,0.2639
-0.947972,2.38633,0.0425965,78.788,1.23153,0.0845725
-0.939305,2.40502,0.0401742,78.7258,1.35168,0.349692
-0.938023,2.42175,0.039416,78.7494,1.25693,0.180205
-0.940587,2.45213,0.0377408,78.6865,1.16205,0.193523
-0.935088,2.50794,0.0373017,78.7037,1.20002,0.0997439
-0.920963,2.56371,0.0386204,78.6959,1.18182,0.372988
-0.912986,2.62348,0.0384668,78.6295,1.26859,0.175586
-0.906397,2.67521,0.0402778,78.6396,1.24797,0.109399
-0.896316,2.70058,0.0339328,78.6378,1.38188,0.312714
-0.901362,2.70144,0.0310071,78.6087,1.42829,0.458541
-0.901196,2.6863,0.0316214,78.5195,1.32561,0.455826
-0.9098,2.68603,0.0332447,78.4312,1.32926,0.223701
-0.913411,2.68836,0.0327722,78.474,1.39322,0.358435
-0.91393,2.6886,0.0309597,78.3303,1.37378,0.606287
-0.917248,2.68965,0.0298537,78.3601,1.36748,0.270691
-0.924611,2.69181,0.0300815,78.3894,1.2958,0.297459
-0.924037,2.69463,0.034526,78.3619,1.29631,0.239774
-0.922842,2.69677,0.0439343,78.3518,1.15681,0.18504
-0.916737,2.69335,0.0496633,78.3696,1.18866,0.114677
-0.909437,2.68602,0.0541407,78.2906,1.2098,0.350142
-0.901329,2.68194,0.0592112,78.2314,1.10047,0.196646
-0.899676,2.67514,0.0525899,78.2252,1.21486,0.226095
-0.890298,2.67137,0.0558386,78.177,1.04995,-0.0252031
-0.887794,2.66174,0.0470091,78.1258,1.25711,0.17158
-0.884294,2.66534,0.0428685,78.1044,1.19752,0.128482
-0.881757,2.66568,0.0397591,78.1017,1.24759,0.391984
-0.882302,2.66781,0.0400437,78.1456,1.15995,-0.0213316
-0.879397,2.66773,0.0434436,78.0356,1.20258,0.00650173
-0.884452,2.66897,0.0386755,77.9858,1.291,0.20842
-0.887127,2.67102,0.0383798,78.0064,1.27577,0.224203
-0.886922,2.66928,0.0411635,78.0072,1.22097,0.222045
-0.887785,2.66852,0.0433326,77.9903,1.1896,0.120423
-0.892495,2.67341,0.0437365,78.0389,1.24758,0.146659
-0.894585,2.67605,0.0432694,78.0311,1.2732,0.267725
-0.895026,2.67495,0.0475053,77.9412,1.16177,0.208466
-0.899437,2.6728,0.0453739,78.0363,1.24925,0.0311416
-0.901366,2.67579,0.0460448,78.0194,1.21218,0.112824
-0.904096,2.67903,0.0476082,78.0252,1.139,-0.0160299
-0.904611,2.68172,0.049837,78.0398,1.09963,0.0808355
-0.907451,2.68091,0.0520168,78.0735,1.11938,0.0201883
-0.907401,2.67677,0.0505505,78.0421,1.147,0.0196978
-0.906219,2.67674,0.0491759,77.9357,1.17289,0.174323
-0.90935,2.67298,0.043914,78.015,1.2557,0.189062
-0.910184,2.67716,0.0506793,78.0191,1.08186,-0.0576277
-0.910315,2.67643,0.0459263,77.9662,1.25899,0.164992
-0.910798,2.67345,0.0408303,77.979,1.27084,0.171305
-0.912079,2.67292,0.0391011,78.0126,1.28043,0.288007
-0.912309,2.67389,0.0379686,77.9804,1.28766,0.265618
-0.908682,2.67477,0.0427879,77.9336,1.20581,0.0732858
-0.908913,2.67766,0.0402136,77.9,1.28646,0.232321
-0.90998,2.68073,0.03785,77.9375,1.30041,0.191194
-0.906739,2.67955,0.0390346,77.8726,1.25207,0.105004
-0.905958,2.67827,0.0367248,77.869,1.24245,0.0905826
-0.906288,2.67584,0.0406974,77.8513,1.26242,0.153876
-0.903519,2.67143,0.040727,77.8704,1.2479,-0.00353417
-0.903106,2.66488,0.0355225,77.8598,1.27373,0.162863
-0.909736,2.66925,0.0364254,77.8285,1.25551,0.156067
-0.915216,2.67498,0.0351193,77.8607,1.33639,0.33249
-0.915513,2.67568,0.0344888,77.8643,1.33625,0.26341
-0.914152,2.67281,0.0276391,77.8089,1.37785,0.361834
-0.910135,2.67502,0.030316,77.8707,1.16495,0.391209
-0.907968,2.66628,0.0324302,78.3645,1.16934,0.477239
-0.910765,2.66441,0.0394776,78.8976,1.29855,0.00462305
-0.913503,2.65524,0.0373403,79.3858,1.17574,0.158314
-0.911681,2.66007,0.0371932,79.1615,1.19419,0.360561
-0.911357,2.65713,0.0348996,79.4757,1.11371,0.493165
-0.914134,2.66297,0.0337403,79.6076,1.1654,0.858346
-0.923756,2.66555,0.031629,79.9964,0.83833,1.18683
-0.932039,2.67016,0.0217746,80.6538,1.13341,1.36417
-0.935504,2.67204,0.0211045,80.9517,0.922894,1.85407
-0.944115,2.68034,0.0147629,81.2284,0.263215,2.91347
-0.937874,2.6789,0.0204035,81.365,0.263935,2.90827
-0.939871,2.67686,0.020303,81.9446,-0.0606924,3.82692
-0.942207,2.67052,0.0282004,82.729,-0.241237,4.6955
-0.939011,2.66494,0.0226133,83.1198,-0.896321,5.23885
-0.919667,2.64578,0.0180823,83.8703,-1.06661,7.16349
-0.907484,2.62832,0.0202267,84.4269,-1.03038,6.41719
-0.881415,2.61436,0.0241015,84.0889,-0.78792,5.49575
-0.857778,2.60357,0.0211394,84.4512,-1.87044,4.85957
-0.824999,2.58969,0.0244414,84.6945,-2.30693,3.98184
-0.791095,2.57693,0.029057,85.1571,-3.32007,3.20222
-0.761718,2.55736,0.0288291,86.8353,-3.87616,2.98611
-0.721479,2.52197,0.0183695,87.2104,-5.00121,1.65205
-0.684765,2.48426,0.0253765,87.4842,-4.87238,1.06276
-0.650915,2.43527,0.0328985,87.9375,-6.15151,0.224207
-0.626808,2.36938,0.0292865,88.7181,-6.54696,-0.813167
-0.621769,2.27956,0.0388056,89.1171,-7.93019,-1.8595
