x,y,z,r,p,y
-3.12378,-10.3985,0.144736,10.5266,0.695105,-0.431201
-3.12291,-10.3929,0.150522,10.5225,0.493981,-0.0444364
-3.1159,-10.3872,0.150722,10.4674,0.0431331,-0.0815113
-3.1188,-10.3823,0.153538,10.4905,0.522357,0.0871463
-3.12086,-10.3768,0.155661,10.4388,0.48557,0.0788042
-3.11738,-10.3718,0.155975,10.4647,0.199732,-0.0354191
-3.11799,-10.3714,0.157133,10.4352,0.539003,-0.021954
-3.11605,-10.3683,0.156226,10.3655,0.500256,0.100113
-3.11635,-10.368,0.158236,10.4513,0.466734,-0.0980761
-3.11638,-10.3656,0.145028,10.4364,0.767411,-0.36831
-3.11848,-10.3614,0.146943,10.4041,0.465679,-0.0792433
-3.1185,-10.3603,0.150352,10.36,0.625662,0.0109818
-3.11777,-10.3624,0.153783,10.4766,0.628202,0.0440948
-3.12155,-10.3677,0.154095,10.5112,0.813989,0.107333
-3.12145,-10.3704,0.156315,10.4587,0.530951,0.0380277
-3.12082,-10.3741,0.160936,10.5226,0.702844,0.0341308
-3.1211,-10.3743,0.164723,10.4341,0.696772,0.0657435
-3.12236,-10.3799,0.151361,10.4699,0.702742,-0.417066
-3.11667,-10.3816,0.152621,10.5184,0.51538,-0.0186653
-3.11711,-10.3803,0.153834,10.6281,0.568807,0.0671993
-3.12146,-10.386,0.157134,12.0113,0.836422,0.0785693
-3.12728,-10.3942,0.158291,14.1857,0.776222,0.146625
-3.12276,-10.3916,0.157291,16.7664,0.337296,-0.0208747
-3.12331,-10.3919,0.144274,19.7222,0.762457,-0.375779
-3.11566,-10.3853,0.152271,22.8196,0.227118,-0.330085
-3.11357,-10.38,0.156412,26.674,0.159814,-0.424182
-3.10697,-10.3773,0.158452,30.2087,0.223384,-0.409236
-3.10912,-10.3768,0.163471,30.7117,0.403704,-0.174232
-3.10946,-10.376,0.166187,29.3199,0.274236,-0.21405
-3.11595,-10.3792,0.157005,26.8832,0.635458,-0.299392
-3.11591,-10.3749,0.158092,22.6151,0.123359,-0.272948
-3.11546,-10.3697,0.158178,16.631,0.112426,-0.299405
-3.1138,-10.3624,0.157045,11.0661,0.495284,-0.0631379
-3.12469,-10.3586,0.155104,6.01237,0.793196,0.131992
-3.13472,-10.3571,0.136924,0.462375,1.12835,-0.528047
-3.13368,-10.3555,0.131615,174.665,179.44,-179.776
-3.13237,-10.3455,0.124132,168.684,179.263,-179.786
-3.12621,-10.3422,0.110687,162.271,179.33,-179.91
-3.11712,-10.3393,0.0969875,155.848,179.65,-179.924
-3.10678,-10.3347,0.0837635,149.434,-179.875,-179.724
-3.09863,-10.3351,0.0784208,143.079,-179.746,-179.635
-3.09561,-10.3345,0.0779352,136.707,-179.555,-179.444
-3.09826,-10.3369,0.0829624,129.963,-179.511,-179.503
-3.09868,-10.3356,0.086467,122.997,179.885,-179.9
-3.09763,-10.3426,0.103205,115.542,-179.484,-179.445
-3.09683,-10.351,0.114122,108.283,-179.289,-179.127
-3.0994,-10.3555,0.121701,101.452,-179.977,179.892
-3.09575,-10.364,0.134662,93.9928,-179.397,-179.274
-3.09192,-10.3773,0.143967,87.6102,-179.368,-178.919
-3.09435,-10.3912,0.150949,83.0122,-179.406,-178.946
-3.09289,-10.4077,0.157121,80.6724,-179.219,-179.061
-3.10731,-10.4418,0.155989,79.4064,-179.21,-178.723
-3.12306,-10.4858,0.156574,79.3928,-179.263,-178.649
-3.13082,-10.5303,0.159049,79.3804,-179.308,-178.726
-3.14064,-10.5696,0.157745,79.4198,-179.253,-178.752
-3.14973,-10.6074,0.15721,79.4322,-179.491,-178.708
-3.15194,-10.6178,0.15623,79.4617,-179.542,-178.737
-3.14572,-10.6017,0.15385,79.3871,-179.456,-178.649
-3.14172,-10.5869,0.151363,79.334,-179.475,-178.596
-3.13721,-10.5699,0.149229,79.3429,-179.533,-178.693
-3.12855,-10.5214,0.142379,79.691,-179.979,-179.924
-3.11527,-10.4607,0.149635,79.5503,-179.409,-178.957
-3.09464,-10.4022,0.151568,79.6281,-179.392,-178.948
-3.08818,-10.3631,0.150231,79.6079,-179.45,-178.641
-3.07986,-10.3225,0.14957,79.6827,-179.513,-178.837
-3.07423,-10.28,0.15214,79.7903,-179.477,-178.958
-3.06808,-10.2338,0.151018,79.7805,-179.498,-178.713
-3.06003,-10.1838,0.144671,80.0599,-179.867,179.8
-3.05141,-10.1463,0.150299,79.8699,-179.461,-179.052
-3.04443,-10.105,0.154866,80.0249,-179.54,-178.961
-3.03596,-10.0669,0.160798,80.2494,-179.537,-178.982
-3.02971,-10.0217,0.159827,80.4782,-179.657,-179.005
-3.02343,-9.9763,0.153374,80.898,179.96,179.836
-3.01493,-9.94526,0.149436,80.7912,-179.534,-178.878
-3.01477,-9.94388,0.14149,81.0206,179.99,179.901
-3.01857,-9.95311,0.1451,80.7113,-179.674,-178.79
-3.01399,-9.95165,0.143607,80.9396,-179.614,-178.607
-3.00928,-9.95282,0.143967,80.9586,-179.609,-178.531
-3.00993,-9.94726,0.146595,80.8924,-179.656,-178.586
-3.01127,-9.94581,0.14804,80.9747,-179.631,-178.944
-3.0154,-9.94408,0.148016,80.9861,-179.658,-178.703
-3.01722,-9.94318,0.150131,80.8914,-179.594,-178.663
-3.01671,-9.94359,0.150846,80.9001,-179.672,-178.61
-3.01497,-9.94186,0.150106,80.8648,-179.637,-178.711
-3.01625,-9.94338,0.150592,80.7688,-179.64,-178.728
-3.01848,-9.94078,0.143348,80.9958,-179.998,-179.932
-3.01824,-9.94658,0.145942,80.8404,-179.627,-178.861
-3.01863,-9.95044,0.14803,80.8551,-179.617,-178.862
-3.0223,-9.94915,0.139759,80.9725,179.915,179.674
-3.01598,-9.94835,0.144379,80.7217,-179.647,-178.721
-3.01463,-9.95209,0.146905,80.8449,-179.61,-178.805
-3.0119,-9.95211,0.147678,80.8668,-179.646,-178.672
-3.01103,-9.95248,0.149164,80.8372,-179.655,-178.732
-3.01066,-9.95444,0.150857,80.7903,-179.628,-178.762
-3.01432,-9.95388,0.151324,80.7968,-179.609,-178.828
-3.01402,-9.95471,0.151968,80.9178,-179.628,-178.902
-3.01312,-9.95245,0.150483,80.7761,-179.638,-178.682
-3.01697,-9.94923,0.14374,81.1217,179.944,179.92
-3.01478,-9.95143,0.145227,80.9154,-179.614,-178.8
-3.01487,-9.95307,0.144674,80.8328,-179.674,-178.755
-3.01635,-9.94858,0.137129,81.1886,179.884,179.912
-3.00914,-9.95172,0.141589,81.6634,-179.663,-178.626
-3.01358,-9.95549,0.147068,84.1175,-179.58,-178.901
-3.01591,-9.95552,0.147469,88.5606,-179.504,-178.971
-3.0205,-9.95163,0.141244,92.7491,179.919,179.925
-3.02031,-9.95088,0.141421,94.6843,-179.58,-179.262
-3.01895,-9.94874,0.138055,96.8734,-179.551,-179.147
-3.01832,-9.94673,0.132692,101.334,-179.59,-179.326
-3.01999,-9.9428,0.126667,106.563,-179.509,-179.167
-3.02183,-9.93991,0.120392,112.111,-179.552,-179.385
-3.01901,-9.9361,0.112714,119.663,-179.572,-179.442
-3.022,-9.93827,0.104456,128.844,-179.666,-179.592
-3.02449,-9.9401,0.0941149,137.814,-179.604,-179.563
-3.03007,-9.94223,0.0874081,146.448,179.334,179.943
-3.03549,-9.94365,0.077812,154.475,179.833,-179.62
-3.04126,-9.93991,0.0838061,162.656,179.557,-179.762
-3.04546,-9.93646,0.095032,170.687,179.624,-179.51
-3.04998,-9.93958,0.100125,178.799,179.383,179.773
-3.03883,-9.93228,0.128388,6.04895,0.0916293,0.383226
-3.041,-9.93568,0.155557,13.6263,0.449522,0.40171
-3.02869,-9.941,0.174326,21.3208,0.332954,0.224819
-3.01064,-9.93881,0.186663,29.2025,0.250473,0.104125
-2.99668,-9.93483,0.190868,36.839,0.273665,-0.0632688
-2.97969,-9.9339,0.188702,42.4049,0.287711,-0.0902098
-2.96788,-9.93381,0.18606,44.9659,0.278457,-0.1343
-2.94256,-9.93755,0.181594,43.4282,0.163673,0.154786
-2.92177,-9.90951,0.179239,45.1022,0.225563,0.0030205
-2.88739,-9.87473,0.177195,46.1207,0.371914,0.0470557
-2.85443,-9.83497,0.172625,49.1796,0.495999,0.124821
-2.8233,-9.80441,0.172092,53.4035,0.447652,0.134828
-2.80054,-9.77335,0.172561,59.2582,0.412578,0.174981
-2.77913,-9.73682,0.171373,66.4798,0.619148,0.265443
-2.76372,-9.70256,0.169432,72.7516,0.634845,0.398618
-2.75573,-9.67499,0.164602,76.3767,0.656372,0.296167
-2.75225,-9.66156,0.148027,78.171,0.9611,0.553683
-2.75441,-9.66658,0.149643,77.7281,0.769751,0.290504
-2.75278,-9.67918,0.151183,77.1701,0.663365,0.14456
-2.74955,-9.67608,0.153388,77.4756,0.676142,0.0846344
-2.74742,-9.66115,0.153168,77.6034,0.549765,0.116377
-2.73835,-9.62386,0.138453,77.8399,0.816879,0.250775
-2.72995,-9.56846,0.143388,77.7235,0.718201,0.362518
-2.71654,-9.5268,0.148474,77.6802,0.66821,0.132547
-2.70859,-9.48954,0.137513,77.6812,0.841752,-0.0319661
-2.69824,-9.45133,0.146483,77.6193,0.664762,0.132708
-2.69184,-9.41168,0.152023,77.5936,0.668494,0.152442
-2.68073,-9.36609,0.141534,77.575,0.87801,0.0559799
-2.67198,-9.31881,0.145968,77.5946,0.742126,0.212424
-2.65916,-9.26477,0.149997,77.4852,0.759831,0.263502
-2.64715,-9.2127,0.158031,77.5476,0.659848,0.46849
-2.63263,-9.16559,0.147989,77.3742,0.871831,0.511565
-2.63076,-9.11804,0.153311,77.4285,0.757699,0.554123
-2.62188,-9.07038,0.144384,77.4891,0.854743,0.73472
-2.605,-9.00278,0.149447,77.4022,0.635263,0.43649
-2.58427,-8.91363,0.149204,77.2681,0.596648,0.409174
-2.55824,-8.80687,0.138241,77.2447,0.788739,0.335123
-2.52486,-8.68112,0.140318,77.079,0.732525,0.223312
-2.49579,-8.55474,0.142591,77.0061,0.773737,0.375471
-2.4656,-8.43539,0.130105,76.9411,1.09633,0.390188
-2.43756,-8.30998,0.140635,76.8554,0.90105,0.407386
-2.40292,-8.17148,0.140881,76.845,1.14085,0.383764
-2.36907,-8.03229,0.144256,76.7684,0.957062,0.388971
-2.33269,-7.877,0.148076,76.7016,0.844797,0.339982
-2.29543,-7.72174,0.145479,76.6525,0.850543,0.511765
-2.25841,-7.57047,0.133202,76.5244,0.956003,0.472966
-2.22219,-7.41746,0.135411,76.5308,0.633952,0.475725
-2.18781,-7.25848,0.13936,76.5418,0.729884,0.44005
-2.14474,-7.10373,0.139321,76.5749,0.737199,0.399619
-2.1012,-6.95193,0.137203,76.5552,0.733981,0.42429
-2.06344,-6.80494,0.135065,76.4953,0.770337,0.279027
-2.02441,-6.65371,0.123632,76.4962,0.937144,0.581969
-1.99219,-6.50759,0.128634,76.499,0.774797,0.393677
-1.9511,-6.35893,0.116685,76.5553,0.937521,0.228969
-1.91447,-6.20804,0.125497,76.4034,0.78568,0.23242
-1.87638,-6.05913,0.11411,76.3851,1.14738,0.524893
-1.83895,-5.89821,0.123276,76.4929,0.931621,0.254608
-1.80136,-5.74527,0.122614,76.4311,1.09106,0.178911
-1.76529,-5.5938,0.120892,76.451,1.08577,0.279116
-1.7289,-5.44203,0.12252,76.4067,0.992919,0.334627
-1.69238,-5.29408,0.123734,76.3978,0.84337,0.194576
-1.65616,-5.14135,0.122321,76.3025,0.904285,0.611741
-1.61828,-4.99138,0.109114,76.5536,1.03443,0.220232
-1.57599,-4.83645,0.109451,76.4397,0.984343,0.252115
-1.53938,-4.67716,0.109514,76.5015,1.18243,0.179961
-1.50284,-4.52218,0.108343,76.3887,1.22172,0.547072
-1.46321,-4.36978,0.106482,76.3606,1.19822,0.385172
-1.42457,-4.22352,0.105328,76.3945,1.17925,0.429485
-1.387,-4.07409,0.104307,76.3578,1.21666,0.302033
-1.35109,-3.91622,0.105352,76.3297,1.20133,0.335985
-1.31469,-3.75883,0.108121,76.3198,1.27717,0.540324
-1.27666,-3.60423,0.109243,76.2079,1.27613,0.72804
-1.23674,-3.45305,0.0958432,76.383,1.37652,0.169146
-1.20285,-3.30122,0.0987071,76.2748,1.2465,0.840089
-1.16411,-3.15133,0.0847869,76.3375,1.43259,0.327591
-1.13616,-3.00732,0.091423,76.4053,1.2672,0.914105
-1.10558,-2.89023,0.0774544,77.2241,1.49021,0.424863
-1.08086,-2.77431,0.0851391,78.7104,1.13137,0.965684
-1.06027,-2.66653,0.0860679,80.4255,1.12845,0.896104
-1.0423,-2.57773,0.0844752,82.1914,1.11389,1.11283
-1.02616,-2.50232,0.0743082,83.9741,1.30944,0.44638
-1.02609,-2.41836,0.0742056,85.6936,1.0843,1.00312
-1.02157,-2.33131,0.0759922,87.6756,0.981001,1.14427
-1.01835,-2.24854,0.0766103,89.7398,1.00264,1.19617
-1.00884,-2.16676,0.0654148,92.012,1.38273,0.171322
-1.01658,-2.08716,0.0649569,94.2548,0.94263,1.19202
-1.02455,-2.01092,0.0645415,95.8517,0.90665,1.21723
-1.02754,-1.93176,0.0650444,96.9835,0.908919,1.41477
-1.04159,-1.85374,0.0646343,97.826,0.89512,1.18159
-1.05156,-1.77501,0.0630959,98.0976,0.879307,1.23562
-1.06574,-1.69747,0.0622658,98.3741,0.911356,1.13783
-1.07337,-1.62017,0.061095,98.4283,0.960841,1.18666
-1.07771,-1.56086,0.0518518,98.5294,1.43716,0.375452
-1.08555,-1.5132,0.0557774,98.5017,1.04504,0.982745
-1.09446,-1.46206,0.0574551,98.9959,0.957662,1.03151
-1.0999,-1.40483,0.0588671,99.7046,0.950075,1.07604
-1.1148,-1.34108,0.0583279,101.117,0.899014,1.03415
-1.12096,-1.28259,0.0603945,102.561,0.91663,1.05203
-1.1322,-1.23291,0.0591842,103.757,0.757017,1.16916
-1.14543,-1.18463,0.0575582,104.68,0.713203,1.03082
-1.15584,-1.1294,0.0557449,105.194,0.682698,1.01445
-1.16845,-1.07304,0.0471501,105.446,1.11378,0.23119
-1.18286,-1.01054,0.0496384,105.569,0.719296,0.997087
-1.20754,-0.927671,0.0507211,105.704,0.7192,0.999136
-1.2346,-0.842761,0.0527501,105.645,0.71758,0.935327
-1.25103,-0.765697,0.0446502,105.626,1.12759,0.352816
-1.26938,-0.7107,0.0474075,105.511,0.739413,0.988324
-1.28684,-0.658775,0.0481529,105.335,0.662768,1.04161
-1.30734,-0.597912,0.0492213,104.216,0.709977,0.942869
-1.32421,-0.533805,0.0429277,102.409,0.995297,0.112696
-1.33772,-0.462956,0.0448688,100.302,0.70593,0.704931
-1.34517,-0.394457,0.0466786,98.2793,0.735496,0.875977
-1.34996,-0.335416,0.0397851,96.8251,1.0373,0.148026
-1.36031,-0.273978,0.0440435,95.5944,0.757292,0.816404
-1.37122,-0.20907,0.0426271,94.2563,0.821268,0.77536
-1.36734,-0.145957,0.0359541,92.6791,0.978501,0.0819644
-1.3747,-0.0811154,0.0365099,90.553,0.986612,0.577286
-1.37435,-0.0197992,0.0381262,88.6071,0.98696,0.642269
-1.37668,0.0403521,0.0403975,87.0259,0.987456,0.488963
-1.374,0.0884471,0.0387629,85.623,1.03677,0.618963
-1.36994,0.137985,0.0379727,84.5791,0.952069,0.675538
-1.36063,0.193332,0.0328645,83.332,1.018,0.0117239
-1.35399,0.251475,0.0331204,81.8802,1.15414,0.563262
-1.34744,0.301385,0.0303274,80.5084,1.19299,0.355257
-1.33955,0.337489,0.0309046,80.2398,1.19024,0.355263
-1.33751,0.362774,0.0323345,80.1546,1.13894,0.324913
-1.3382,0.361657,0.0344998,80.0824,1.14646,0.404731
-1.34024,0.347602,0.0350016,80.1318,1.11888,0.379272
-1.34253,0.348177,0.0345855,80.3622,1.22164,0.425372
-1.34418,0.350222,0.0354347,80.3971,1.11358,0.391085
-1.34588,0.354123,0.0360189,80.342,1.12463,0.391278
-1.33995,0.350341,0.0318462,80.4109,1.12169,-0.0778722
-1.3403,0.353447,0.032526,80.4196,1.14353,0.315953
-1.34268,0.356079,0.034045,80.3685,1.13988,0.373401
-1.34088,0.35593,0.0333549,80.3309,1.16754,0.374861
-1.33656,0.350801,0.0300018,80.3326,1.18133,-0.113845
-1.33863,0.3495,0.032573,80.3457,1.07487,0.264966
-1.34048,0.348894,0.0335998,80.3149,1.2003,0.359204
-1.34405,0.350595,0.0346138,80.3953,1.21625,0.46567
-1.34597,0.351914,0.0361737,80.3436,1.16791,0.441313
-1.3455,0.351374,0.0361978,80.2981,1.22335,0.410204
-1.33741,0.345732,0.0305353,80.3324,1.22267,0.0226264
-1.33816,0.346656,0.0281762,80.332,1.30884,0.387834
-1.33607,0.343339,0.0263763,80.3732,1.13993,-0.0698676
-1.33741,0.348796,0.0302566,80.3205,1.14163,0.312822
-1.33894,0.351471,0.0326332,80.2526,1.15226,0.279285
-1.34295,0.355033,0.0332669,80.2511,1.18821,0.429404
-1.34676,0.357636,0.0343248,80.2623,1.15056,0.368718
-1.35061,0.357327,0.0353872,80.3086,1.18929,0.458512
-1.34625,0.353303,0.0314068,80.3246,1.16611,-0.00222396
-1.3462,0.351739,0.0312323,80.288,1.19109,0.395411
-1.34577,0.354826,0.0331405,80.2224,1.12623,0.404405
-1.33975,0.352015,0.0305967,80.2568,1.13197,-0.0548024
-1.33818,0.350571,0.031755,80.2701,1.11515,0.297846
-1.33876,0.347852,0.0321347,80.2111,1.17636,0.406564
-1.3402,0.346905,0.0319084,80.1765,1.2242,0.504442
-1.33685,0.34443,0.0311885,80.1817,1.10306,-0.0922429
-1.33916,0.345161,0.0312997,80.2277,1.23433,0.359923
-1.34003,0.34864,0.0319021,80.1989,1.16291,0.288235
-1.34188,0.351442,0.0316075,80.214,1.2065,0.391988
-1.34217,0.353187,0.0340045,80.0641,1.09793,0.342523
-1.34355,0.353866,0.0345434,80.1569,1.13623,0.402363
-1.34658,0.354213,0.0351327,80.19,1.21364,0.462395
-1.34174,0.350159,0.0329768,80.1336,1.11748,-0.090886
-1.34175,0.348356,0.0354342,80.0667,1.13056,0.38084
-1.34324,0.348306,0.0351407,80.0977,1.17242,0.453548
-1.33771,0.344928,0.0312724,80.1073,1.1889,-0.0835949
-1.3402,0.344517,0.033744,80.2135,1.12317,0.380037
-1.33552,0.339854,0.0316163,80.1503,1.16301,-0.0827994
-1.33607,0.339391,0.0316144,80.0245,1.28864,0.418527
-1.33728,0.341126,0.0338065,80.0469,1.21071,0.356167
-1.34134,0.34298,0.036464,80.0803,1.13228,0.425743
-1.34291,0.345384,0.0358974,79.9601,1.22317,0.447459
-1.34058,0.351348,0.0345411,79.8895,1.13904,0.39291
-1.33611,0.368043,0.0307298,79.919,1.13204,-0.0687734
-1.33554,0.395053,0.0314882,79.9378,1.13382,0.232717
-1.33089,0.414985,0.0300635,79.8297,1.20651,0.340732
-1.32609,0.435095,0.0289112,79.8673,1.21612,0.291914
-1.32067,0.467661,0.0307102,79.8523,1.16334,0.335116
-1.31673,0.509172,0.0295249,79.6912,1.13641,0.219887
-1.30358,0.568406,0.0283137,79.7516,1.21185,0.24998
-1.28568,0.631105,0.0290794,79.6467,1.19688,0.341691
-1.2731,0.684533,0.0257374,79.6186,1.41027,0.409551
-1.26119,0.731436,0.0250257,79.5803,1.37865,0.382941
-1.25143,0.778379,0.0266655,79.6263,1.27826,-0.131777
-1.24265,0.831493,0.0281862,79.5283,1.24259,0.283268
-1.23212,0.875771,0.0280748,79.5258,1.17482,-0.197469
-1.22728,0.920651,0.0281388,79.5044,1.27495,0.179443
-1.21894,0.960767,0.0265722,79.5224,1.37055,0.280424
-1.21251,0.987741,0.0271296,79.4402,1.2077,0.263996
-1.20994,1.01041,0.0275297,79.4467,0.965941,0.183609
-1.20543,1.03815,0.0291625,79.4891,0.789913,0.198239
-1.20125,1.06585,0.0311305,79.4133,0.454436,-0.14542
-1.20267,1.0977,0.0306609,79.2822,0.582396,0.192429
-1.2163,1.12337,0.0322537,79.4745,0.292731,-0.247825
-1.21177,1.14282,0.0308711,79.4643,0.471234,0.0741461
-1.21091,1.16269,0.0315569,79.5376,0.0725344,-0.0199916
-1.20189,1.19439,0.0343719,79.3829,-0.146863,0.0264142
-1.19638,1.22074,0.0336058,79.3509,-0.196871,-0.0350133
-1.19038,1.24789,0.0357714,79.3808,-0.57611,-0.00951659
-1.18605,1.28038,0.0364406,79.3689,-0.701438,-0.007075
-1.175,1.32552,0.0382733,79.2608,-1.00833,0.0840687
-1.16567,1.3753,0.0394684,79.3478,-0.795643,0.190106
-1.15552,1.42469,0.0413553,79.338,-1.00384,0.0222088
-1.14785,1.46378,0.0477845,79.2268,-1.29993,0.381494
-1.14182,1.49512,0.0472324,79.2125,-1.20587,0.337532
-1.13207,1.53023,0.0486039,79.2387,-1.52802,0.241972
-1.13194,1.54927,0.0496431,79.1928,-2.37603,-0.0795083
-1.12393,1.59782,0.048062,79.2521,-2.25971,-0.147204
-1.11161,1.6523,0.0461702,79.2267,-2.19722,-0.14291
-1.09815,1.70591,0.0458028,79.1959,-1.83927,-0.0544076
-1.0891,1.7478,0.0449253,79.1317,-1.66458,-0.0561811
-1.08238,1.79169,0.0457467,79.1041,-1.41652,-0.136033
-1.07395,1.8358,0.0499679,79.0438,-1.16696,-0.0456681
-1.06265,1.86983,0.0471863,79.024,-0.602478,0.0985598
-1.05808,1.90066,0.0464992,78.9661,-0.508867,0.114921
-1.05045,1.93953,0.046458,78.9351,-0.220873,-0.0351475
-1.03362,1.98503,0.0452829,78.903,0.183874,0.260546
-1.02498,2.03039,0.0445812,78.9634,0.257551,0.0795915
-1.02067,2.06605,0.0428874,78.946,0.128979,-0.039346
-1.01178,2.10194,0.0436977,78.9176,-0.0384818,0.148916
-1.00598,2.14658,0.0455389,78.8481,0.283763,0.0941967
-1.00043,2.19485,0.0385772,78.8956,0.525961,0.18806
-0.984705,2.24353,0.0359544,78.9269,0.823985,0.214126
-0.980128,2.28495,0.0341932,78.8049,1.4358,0.12199
-0.974311,2.31352,0.0351871,78.8011,1.34602,0.0295367
-0.961411,2.34155,0.0366046,78.7458,1.40419,0.371808
-0.956916,2.36647,0.0414518,78.7802,1.27488,-0.0383821
-0.945066,2.3879,0.0402069,78.7334,1.35526,0.345627
-0.943231,2.40837,0.0392527,78.7815,1.33427,0.123794
-0.942558,2.4267,0.0381365,78.7362,1.29727,0.27981
-0.942582,2.45817,0.0383226,78.7016,1.12786,0.113269
-0.934069,2.51045,0.0381577,78.7175,1.1943,0.254564
-0.918375,2.56729,0.039359,78.6919,1.19838,0.321973
-0.91366,2.62537,0.0401316,78.6026,1.20329,0.10025
-0.906701,2.6669,0.0352419,78.6609,1.26343,0.161885
-0.896973,2.6949,0.0317537,78.627,1.44015,0.558373
-0.900226,2.69745,0.0318463,78.6063,1.40243,0.380387
-0.905153,2.68452,0.0331806,78.5644,1.32929,0.298084
-0.912032,2.68562,0.0327623,78.5055,1.38507,0.327078
-0.911671,2.68671,0.031374,78.3791,1.36064,0.610932
-0.91549,2.68697,0.0302704,78.3639,1.36795,0.256323
-0.921005,2.6901,0.0305539,78.3999,1.30042,0.303382
-0.921615,2.69104,0.0337373,78.383,1.2832,0.238051
-0.920592,2.6947,0.0417214,78.3533,1.16915,0.184644
-0.916121,2.69187,0.0460316,78.3786,1.18728,0.123964
-0.910411,2.6865,0.0505945,78.2941,1.2039,0.346652
-0.903427,2.68359,0.0550743,78.2503,1.10247,0.196077
-0.901804,2.6777,0.0509613,78.2375,1.22281,0.222753
-0.893157,2.67447,0.0537189,78.1883,1.05359,-0.00905694
-0.890622,2.66615,0.0473559,78.1359,1.25867,0.179966
-0.88728,2.66782,0.0440825,78.1176,1.20226,0.127941
-0.884974,2.66736,0.04125,78.1153,1.24205,0.386446
-0.884136,2.66813,0.0412986,78.148,1.15821,-0.00153893
-0.881234,2.66873,0.0433837,78.058,1.2077,0.017791
-0.885409,2.66851,0.0401765,78.0096,1.28542,0.192556
-0.886595,2.67033,0.0393581,78.0194,1.27058,0.230993
-0.887177,2.66889,0.0412952,78.038,1.21101,0.209612
-0.88707,2.66838,0.0429816,77.9894,1.18809,0.135411
-0.891671,2.67267,0.0432931,78.0609,1.24698,0.131004
-0.89251,2.67376,0.0430981,78.0351,1.26425,0.285278
-0.893826,2.67438,0.0462808,77.966,1.16579,0.205058
-0.897047,2.67211,0.0449909,78.0413,1.24542,0.0465905
-0.898927,2.6748,0.0454175,78.0307,1.21428,0.100225
-0.901161,2.67731,0.046896,78.0396,1.1394,-0.00255623
-0.902012,2.67974,0.0486944,78.042,1.10232,0.0809097
-0.904227,2.67976,0.050575,78.0867,1.12547,0.0301815
-0.904995,2.67657,0.0498226,78.0498,1.14824,0.019035
-0.903919,2.67697,0.0488064,77.942,1.17811,0.177768
-0.906866,2.67357,0.04489,78.0209,1.25348,0.191318
-0.907765,2.67688,0.049822,78.0297,1.08318,-0.0534392
-0.908174,2.67623,0.0464679,77.9787,1.26008,0.16944
-0.909048,2.67383,0.042487,77.9858,1.26766,0.169506
-0.910559,2.67315,0.040702,78.0255,1.2721,0.279948
-0.911037,2.67377,0.0395617,77.9864,1.28719,0.274861
-0.90835,2.67451,0.0429698,77.9477,1.20582,0.0737125
-0.908693,2.67637,0.0409446,77.9149,1.27902,0.229044
-0.909701,2.67917,0.0390376,77.9374,1.29726,0.196276
-0.907045,2.67835,0.039622,77.8841,1.25034,0.112544
-0.906109,2.67748,0.0378223,77.8769,1.24186,0.0924316
-0.906411,2.67598,0.0405815,77.8659,1.25978,0.155546
-0.903611,2.67227,0.0406548,77.8788,1.24707,-0.00205415
-0.903365,2.66721,0.0365993,77.867,1.2723,0.168016
-0.908537,2.66999,0.037112,77.8392,1.25475,0.157113
-0.913479,2.67404,0.0358902,77.8727,1.33305,0.323876
-0.914116,2.67472,0.0352383,77.8814,1.33457,0.261137
-0.913729,2.67249,0.0297179,77.8092,1.37258,0.363034
-0.910556,2.67433,0.03147,77.8828,1.16534,0.389333
-0.909105,2.66787,0.0328206,78.3614,1.17062,0.46333
-0.910439,2.66611,0.0383984,78.8698,1.2946,0.0116109
-0.912723,2.65857,0.0368398,79.3538,1.18052,0.150593
-0.911927,2.66184,0.0368033,79.1474,1.1965,0.335961
-0.911674,2.65946,0.0349114,79.4361,1.11913,0.486913
-0.915334,2.66386,0.0339791,79.5691,1.16669,0.832315
-0.924802,2.66676,0.0322209,79.9379,0.851954,1.16156
-0.93346,2.67032,0.0239677,80.5786,1.13627,1.33454
-0.938461,2.67265,0.0231037,80.8714,0.931768,1.80927
-0.949649,2.68128,0.0176147,81.1584,0.295141,2.83145
-0.946699,2.6819,0.0218281,81.2834,0.292468,2.83649
-0.95208,2.68229,0.0216226,81.8486,-0.0190037,3.73956
-0.958344,2.67917,0.0280801,82.6208,-0.196581,4.57166
-0.959738,2.6764,0.0236922,82.9999,-0.83038,5.10826
-0.95011,2.66281,0.0202573,83.7249,-0.994387,6.98553
-0.942617,2.64919,0.0219095,84.2783,-0.962164,6.26119
-0.921119,2.6374,0.0249465,83.9433,-0.73154,5.37564
-0.900054,2.62877,0.0225013,84.3049,-1.78604,4.76082
-0.869468,2.61814,0.0250753,84.546,-2.21458,3.91353
-0.836274,2.60911,0.0288663,84.9978,-3.19986,3.16263
-0.807071,2.59375,0.0287964,86.6358,-3.74799,2.95792
-0.766341,2.56684,0.0205636,86.9975,-4.8448,1.66854
-0.727573,2.53592,0.0260801,87.2699,-4.72821,1.10076
-0.690042,2.49621,0.0327788,87.7093,-5.97813,0.286725
-0.660577,2.44179,0.030355,88.4674,-6.36723,-0.71678
-0.645937,2.36758,0.0391985,88.8716,-7.7224,-1.74058
-0.623927,2.2713,0.0522009,87.972,-8.8485,-0.946536
-0.610341,2.15291,0.05432,88.3006,-9.28164,-0.886286
