x,y,z,r,p,y
-0.61083,2.03918,0.0437724,88.551,-9.48243,-0.796771
-0.616214,1.91256,0.0326052,89.2614,-8.49009,0.0521781
-0.612017,1.75797,0.0190164,90.2918,-8.43548,-0.893409
-0.606934,1.60199,-0.00506502,90.498,-8.50689,-0.0117192
-0.621226,1.42171,-0.0193933,90.8707,-8.76295,0.354225
-0.621211,1.21954,-0.0366513,92.1552,-9.67629,1.28099
-0.618562,1.01136,-0.0489159,92.6169,-10.4839,2.63506
-0.593336,0.778719,-0.0604977,93.0001,-10.2791,3.44605
-0.570354,0.52158,-0.0736992,92.4834,-9.14978,5.77303
-0.554394,0.269896,-0.10169,93.8013,-8.07537,5.85794
-0.508917,-0.00742905,-0.129028,94.0125,-6.61417,6.51699
-0.454854,-0.289931,-0.15526,94.6146,-5.91561,6.94627
-0.379433,-0.584343,-0.187353,94.7751,-4.91873,6.34509
-0.308225,-0.88269,-0.212897,94.1076,-4.61758,7.66804
-0.22833,-1.19814,-0.262613,92.9023,-4.00508,7.36814
-0.13414,-1.52254,-0.308895,92.9034,-2.94438,6.72781
-0.0502056,-1.84428,-0.343911,93.0489,-2.47068,6.6141
0.057495,-2.17945,-0.387336,93.7086,-0.892995,6.24091
0.174233,-2.50973,-0.438161,94.7946,-0.0912518,6.17344
0.310612,-2.84029,-0.489969,94.7302,0.436295,7.10861
0.443823,-3.17341,-0.553349,94.1819,-0.785112,5.96321
0.595425,-3.49993,-0.625418,96.2093,-0.342353,5.27663
0.746527,-3.827,-0.684447,97.808,0.575398,4.44823
0.896073,-4.15867,-0.756123,97.0625,0.761307,5.59591
1.05733,-4.50529,-0.848332,97.5564,1.6093,4.12607
1.22278,-4.83328,-0.951351,97.8753,2.03904,4.42191
1.40665,-5.16824,-1.04906,96.5779,1.55077,5.36021
1.59,-5.491,-1.14634,96.0669,2.65146,4.44049
1.76868,-5.80327,-1.24823,96.1651,3.55258,3.85402
1.95552,-6.11672,-1.3592,96.3641,3.71916,3.89281
2.14617,-6.42494,-1.47602,96.5655,3.88216,3.93798
2.34079,-6.72815,-1.59882,96.7655,4.04384,3.97929
2.54066,-7.02723,-1.72831,96.9685,4.20978,4.0259
2.74224,-7.31728,-1.86234,97.1623,4.37458,4.06661
2.94863,-7.60167,-2.00216,97.3626,4.53607,4.1198
3.16045,-7.88177,-2.14826,97.5626,4.70123,4.16752
3.37381,-8.15138,-2.29701,97.7559,4.86249,4.22323
3.59285,-8.41578,-2.45075,97.9516,5.02379,4.26352
3.81606,-8.67229,-2.60773,98.1568,5.18479,4.31462
4.04308,-8.92062,-2.76748,98.3598,5.34801,4.36438
4.27659,-9.1628,-2.93075,98.5716,5.51159,4.42284
4.5118,-9.39301,-3.09376,98.7717,5.67724,4.48248
4.75123,-9.61463,-3.25839,98.9821,5.83791,4.5343
4.99572,-9.82756,-3.42473,99.1876,5.99571,4.58195
5.24602,-10.0317,-3.5936,99.3979,6.16042,4.64371
5.49805,-10.2241,-3.76202,99.5993,6.32194,4.70631
5.75612,-10.4073,-3.93274,99.7918,6.48346,4.76838
6.01859,-10.5799,-4.10495,100.002,6.64623,4.82379
6.28643,-10.7422,-4.27919,100.207,6.80868,4.88389
6.55625,-10.8921,-4.45335,100.415,6.96973,4.93687
6.83362,-11.0319,-4.63086,100.625,7.13191,4.99655
7.11239,-11.1585,-4.80799,100.829,7.29368,5.05469
7.3971,-11.2738,-4.98743,101.033,7.45595,5.11563
7.68499,-11.3762,-5.16777,101.235,7.61685,5.17606
7.97922,-11.4663,-5.35099,101.445,7.78062,5.23324
8.27709,-11.5434,-5.53537,101.654,7.94219,5.2911
8.57784,-11.6068,-5.72051,101.868,8.10086,5.35008
8.88467,-11.6571,-5.90855,102.071,8.26175,5.41652
9.19556,-11.6934,-6.09805,102.281,8.42521,5.47255
9.51229,-11.7156,-6.29034,102.493,8.58772,5.53186
9.8316,-11.7231,-6.48348,102.7,8.74968,5.59569
10.1583,-11.7159,-6.68033,102.905,8.91041,5.66828
10.4827,-11.6938,-6.87505,103.115,9.07048,5.72865
10.8154,-11.6564,-7.07433,103.325,9.23134,5.7852
11.1524,-11.6031,-7.27556,103.526,9.3926,5.85892
11.4927,-11.534,-7.47852,103.745,9.55132,5.92521
11.8394,-11.4485,-7.6848,103.948,9.71166,5.99817
12.1899,-11.3462,-7.89326,104.157,9.87565,6.06495
12.5432,-11.2275,-8.10307,104.371,10.0358,6.13161
12.9022,-11.0913,-8.31597,104.583,10.1936,6.19412
13.2653,-10.9376,-8.53129,104.796,10.3555,6.25926
13.6305,-10.767,-8.7478,105.001,10.516,6.33329
14.0008,-10.578,-8.96757,105.208,10.6747,6.4016
14.3778,-10.3692,-9.19126,105.421,10.8366,6.46442
14.7565,-10.1432,-9.41635,105.632,10.9951,6.53243
15.1385,-9.89866,-9.64362,105.838,11.1516,6.60979
15.5313,-9.63041,-9.8777,106.056,11.3103,6.68395
15.9194,-9.34851,-10.1094,106.267,11.4676,6.75256
16.3139,-9.04513,-10.3455,106.48,11.6231,6.82945
16.7132,-8.7212,-10.585,106.695,11.7813,6.91062
17.1179,-8.37528,-10.8285,106.905,11.9366,6.98691
17.5234,-8.01147,-11.0731,107.123,12.0873,7.06235
17.9348,-7.62505,-11.322,107.347,12.241,7.13077
18.3488,-7.21791,-11.5737,107.561,12.3925,7.21554
18.7673,-6.78901,-11.8288,107.77,12.5453,7.30045
19.1912,-6.33659,-12.0884,107.983,12.6991,7.38951
19.615,-5.86529,-12.3495,108.193,12.8523,7.47453
20.0468,-5.36809,-12.616,108.412,13.0017,7.54713
20.4789,-4.85078,-12.8844,108.636,13.1534,7.62562
20.9186,-4.30575,-13.159,108.852,13.3035,7.69916
21.3607,-3.73887,-13.4364,109.075,13.4556,7.78463
21.807,-3.1466,-13.7184,109.305,13.6072,7.86158
22.2498,-2.54044,-13.9996,109.517,13.758,7.94278
22.6991,-1.90615,-14.2868,109.741,13.9073,8.02838
23.155,-1.24245,-14.58,109.964,14.0609,8.10614
23.6175,-0.548907,-14.8796,110.184,14.2147,8.19692
24.0786,0.162546,-15.18,110.402,14.3616,8.27966
24.5422,0.898729,-15.4842,110.624,14.5083,8.37679
25.01,1.66226,-15.7924,110.842,14.6564,8.45853
25.4761,2.44335,-16.1004,111.074,14.804,8.54507
25.9551,3.2685,-16.4177,111.306,14.9535,8.63005
26.426,4.101,-16.7295,111.527,15.1,8.71843
26.9109,4.98037,-17.0501,111.754,15.2496,8.81231
27.3948,5.88133,-17.3693,111.982,15.3959,8.90575
27.8763,6.80034,-17.6856,112.206,15.5397,9.0002
28.3635,7.75333,-18.004,112.43,15.6855,9.09579
28.8549,8.73854,-18.3239,112.659,15.8312,9.18958
29.3564,9.76865,-18.6489,112.887,15.9763,9.29337
29.8478,10.8018,-18.966,113.106,16.12,9.38419
30.352,11.8864,-19.2901,113.334,16.266,9.4853
30.8531,12.9891,-19.611,113.563,16.4075,9.58766
31.3603,14.1306,-19.9348,113.794,16.5541,9.68616
31.8667,15.2954,-20.2572,114.017,16.6967,9.78603
32.3825,16.5083,-20.585,114.247,16.8439,9.88376
32.8958,17.741,-20.9108,114.474,16.9881,9.978
33.413,19.01,-21.2395,114.702,17.134,10.077
33.9261,20.295,-21.5664,114.932,17.2753,10.177
34.4441,21.6187,-21.8982,115.169,17.4162,10.2739
34.9687,22.9869,-22.2366,115.397,17.5601,10.3762
35.4907,24.3751,-22.5761,115.616,17.7002,10.4813
36.0146,25.7957,-22.9198,115.849,17.8416,10.5807
36.5489,27.273,-23.274,116.081,17.9856,10.6962
37.0728,28.7495,-23.6249,116.307,18.125,10.8021
37.6039,30.2743,-23.9847,116.542,18.2643,10.9095
38.1365,31.8326,-24.35,116.779,18.4032,11.0136
38.6782,33.4471,-24.7261,117.015,18.5463,11.1189
39.2125,35.0698,-25.1022,117.247,18.6874,11.224
39.7496,36.7308,-25.4855,117.475,18.8263,11.3318
40.2885,38.4279,-25.8755,117.706,18.9657,11.4356
40.8219,40.1379,-26.2672,117.938,19.1001,11.5472
41.3684,41.9218,-26.6744,118.178,19.2375,11.6533
41.9057,43.7075,-27.0811,118.411,19.3731,11.7641
42.446,45.535,-27.4964,118.637,19.5105,11.8771
42.9899,47.4078,-27.9214,118.873,19.6476,11.9911
43.5404,49.3373,-28.3587,119.113,19.785,12.1093
44.0804,51.263,-28.7946,119.357,19.9172,12.2172
44.6298,53.257,-29.2456,119.597,20.0532,12.33
45.1732,55.264,-29.6992,119.837,20.1848,12.4401
45.7232,57.3306,-30.1661,120.078,20.3198,12.5582
46.2692,59.4195,-30.6377,120.324,20.4524,12.6742
46.8109,61.5272,-31.1136,120.568,20.582,12.7851
47.3578,63.6927,-31.6028,120.805,20.7166,12.9
47.9092,65.9144,-32.1047,121.051,20.8485,13.0198
48.4491,68.1283,-32.6049,121.285,20.9784,13.1382
49.0043,70.4442,-33.1285,121.534,21.1157,13.2506
49.5482,72.7537,-33.6508,121.77,21.2475,13.3655
50.0888,75.0877,-34.1792,122.014,21.3768,13.4871
50.6395,77.5096,-34.7277,122.256,21.5109,13.6073
51.1835,79.9414,-35.2791,122.5,21.6375,13.7341
51.7239,82.4022,-35.8374,122.746,21.7676,13.847
52.265,84.9079,-36.4067,122.992,21.8945,13.9703
52.8134,87.493,-36.9945,123.239,22.0232,14.0936
53.3472,90.0546,-37.5777,123.486,22.1476,14.211
53.8939,92.7231,-38.1857,123.739,22.2757,14.3455
54.4276,95.376,-38.7912,123.981,22.4005,14.4749
54.9655,98.0981,-39.4133,124.237,22.5227,14.59
55.4992,100.848,-40.0426,124.484,22.6498,14.7151
56.0395,103.682,-40.6924,124.741,22.7758,14.8468
56.5678,106.504,-41.3401,124.989,22.899,14.9668
57.0969,109.384,-42.0023,125.236,23.0228,15.0995
57.6265,112.317,-42.6779,125.475,23.1472,15.2374
58.1565,115.307,-43.3677,125.723,23.2714,15.3669
58.6825,118.331,-44.0667,125.98,23.3935,15.4967
59.2052,121.391,-44.7752,126.231,23.5133,15.6308
59.7196,124.46,-45.4871,126.477,23.6373,15.7635
60.2433,127.643,-46.2269,126.77,23.76,15.9101
60.7525,130.791,-46.9596,127.126,23.8813,16.0959
61.2698,134.022,-47.7112,127.408,24.0033,16.2506
61.7922,137.322,-48.4796,127.647,24.0957,16.4113
62.3028,140.621,-49.2492,127.904,24.1808,16.5136
62.8131,144.001,-50.0403,128.182,24.3029,16.6183
63.3144,147.386,-50.8342,128.469,24.4426,16.7272
63.8184,150.818,-51.6389,128.712,24.5522,16.8514
64.3326,154.346,-52.4675,128.99,24.6282,17.1536
64.8298,157.851,-53.2933,129.29,24.7113,17.3625
65.326,161.431,-54.1388,129.563,24.8099,17.52
65.8243,165.095,-55.0062,129.859,24.9556,17.6849
66.3121,168.767,-55.8757,130.15,25.0947,17.6941
66.8058,172.483,-56.7566,130.408,25.2008,17.9035
67.2918,176.205,-57.6402,130.698,25.3464,18.0633
67.7812,180.049,-58.555,131.01,25.4445,18.1953
68.2519,183.858,-59.4644,131.343,25.6185,18.279
68.7334,187.8,-60.407,131.586,25.7149,18.4111
69.2081,191.724,-61.3464,131.895,25.7807,18.6325
69.6957,195.722,-62.3063,132.121,25.3522,19.062
70.169,199.765,-63.2763,132.086,25.1356,18.8362
70.624,203.847,-64.2606,132.345,25.1202,18.819
71.0659,207.993,-65.2668,132.57,25.5168,18.8108
71.511,212.203,-66.2924,132.742,25.8575,19.0668
71.9511,216.408,-67.3179,132.946,26.0323,19.285
72.3838,220.672,-68.3594,133.096,25.9763,19.2552
72.827,225.06,-69.4361,132.745,26.0684,19.3522
73.2481,229.444,-70.5137,131.749,26.3537,18.8717
73.6621,233.882,-71.6094,130.598,26.7632,18.3391
74.0734,238.317,-72.7069,129.302,27.0907,18.0023
74.4772,242.894,-73.8416,127.933,27.5175,17.2914
74.875,247.493,-74.9849,126.543,27.8785,16.7047
75.2612,252.121,-76.1387,125.171,28.2378,16.0438
75.6385,256.814,-77.3116,123.845,28.5654,15.3526
76.0105,261.573,-78.5051,122.389,28.9365,14.6632
76.3644,266.348,-79.7084,120.751,29.6118,13.7597
76.7307,271.21,-80.9426,118.957,30.5296,13.5832
77.0801,276.139,-82.1921,117.532,31.0506,13.0449
77.4053,281.064,-83.4393,115.593,31.2697,11.6606
77.7134,286.031,-84.7036,113.607,31.8155,10.0799
78.0178,291.108,-86.0003,111.63,32.3742,8.5133
78.3258,296.233,-87.317,109.554,33.0712,7.49619
78.6308,301.404,-88.649,107.529,33.6171,6.64898
78.9182,306.632,-89.9984,105.256,34.0236,5.39331
79.2055,311.91,-91.3647,103.466,34.4081,4.64635
79.4894,317.248,-92.7528,101.058,35.0176,3.82388
79.7686,322.632,-94.1559,98.8525,35.517,3.17581
80.021,328.027,-95.5662,96.4384,35.9264,1.85055
80.2659,333.572,-97.0204,93.6773,36.2354,0.257259
80.5033,339.128,-98.4828,91.0251,36.5066,-1.19067
80.7154,344.732,-99.9615,88.4669,36.4807,-3.0827
80.9212,350.39,-101.46,85.8448,36.4283,-4.89563
81.1259,356.115,-102.982,82.9665,36.4236,-6.61221
81.3175,361.889,-104.521,80.2873,36.3342,-8.35732
81.4935,367.682,-106.071,77.6408,36.0268,-10.2102
81.6706,373.61,-107.664,76.2811,35.781,-11.1074
81.852,379.58,-109.281,75.8719,36.0195,-11.205
82.0248,385.625,-110.928,76.037,36.2498,-11.0865
82.1906,391.684,-112.583,76.2541,36.4636,-10.9087
82.3498,397.814,-114.264,76.6134,36.6846,-10.6811
82.5068,404.082,-115.988,76.9365,36.9327,-10.4326
82.6541,410.364,-117.722,77.2287,37.158,-10.2397
82.7947,416.682,-119.471,77.4584,37.3737,-10.0747
82.9286,423.053,-121.24,77.5941,37.57,-9.95516
83.0574,429.534,-123.045,77.5442,37.7458,-9.94714
83.1785,436.01,-124.854,77.8164,37.9586,-9.74847
83.2948,442.623,-126.708,77.7711,38.1631,-9.72717
83.4014,449.283,-128.578,77.5348,38.4907,-9.87076
83.4871,455.928,-130.442,77.527,38.7555,-10.1823
83.5696,462.636,-132.319,77.8448,38.9385,-10.1322
83.6529,469.42,-134.224,78.0153,39.1529,-10.0457
83.7319,476.272,-136.16,78.246,39.4531,-9.92407
83.8053,483.182,-138.12,78.5048,39.7182,-9.81196
83.8731,490.148,-140.101,78.746,39.9359,-9.68309
83.9352,497.114,-142.086,78.9647,40.1474,-9.54729
83.9959,504.207,-144.115,79.1967,40.3672,-9.30246
84.0513,511.378,-146.172,79.418,40.574,-9.08626
84.1007,518.647,-148.265,79.6496,40.8121
